N,Iterative,Dynamic Programming,Recursive
2861,0.000001,0.000013,-
2862,0.000001,0.000012,-
2863,0.000001,0.000013,-
2864,0.000001,0.000013,-
2865,0.000001,0.000012,-
2866,0.000001,0.000012,-
2867,0.000001,0.000012,-
2868,0.000002,0.000012,-
2869,0.000001,0.000012,-
2870,0.000001,0.000012,-
2871,0.000001,0.000013,-
2872,0.000002,0.000012,-
2873,0.000001,0.000012,-
2874,0.000002,0.000012,-
2875,0.000001,0.000013,-
2876,0.000002,0.000012,-
2877,0.000001,0.000012,-
2878,0.000002,0.000012,-
2879,0.000002,0.000012,-
2880,0.000001,0.000013,-
2881,0.000002,0.000012,-
2882,0.000002,0.000013,-
2883,0.000001,0.000012,-
2884,0.000002,0.000013,-
2885,0.000001,0.000012,-
2886,0.000002,0.000012,-
2887,0.000001,0.000012,-
2888,0.000001,0.000012,-
2889,0.000001,0.000012,-
2890,0.000001,0.000012,-
2891,0.000001,0.000012,-
2892,0.000002,0.000012,-
2893,0.000001,0.000012,-
2894,0.000001,0.000012,-
2895,0.000001,0.000012,-
2896,0.000001,0.000012,-
2897,0.000001,0.000012,-
2898,0.000001,0.000012,-
2899,0.000002,0.000013,-
2900,0.000001,0.000013,-
2901,0.000001,0.000013,-
2902,0.000001,0.000013,-
2903,0.000001,0.000013,-
2904,0.000001,0.000012,-
2905,0.000001,0.000012,-
2906,0.000001,0.000012,-
2907,0.000001,0.000013,-
2908,0.000001,0.000012,-
2909,0.000001,0.000012,-
2910,0.000001,0.000013,-
2911,0.000001,0.000012,-
2912,0.000001,0.000013,-
2913,0.000001,0.000013,-
2914,0.000001,0.000012,-
2915,0.000001,0.000013,-
2916,0.000001,0.000012,-
2917,0.000001,0.000013,-
2918,0.000001,0.000012,-
2919,0.000001,0.000013,-
2920,0.000001,0.000013,-
2921,0.000001,0.000013,-
2922,0.000001,0.000013,-
2923,0.000001,0.000012,-
2924,0.000001,0.000013,-
2925,0.000001,0.000013,-
2926,0.000002,0.000013,-
2927,0.000001,0.000012,-
2928,0.000001,0.000012,-
2929,0.000002,0.000012,-
2930,0.000001,0.000013,-
2931,0.000001,0.000012,-
2932,0.000001,0.000012,-
2933,0.000002,0.000013,-
2934,0.000001,0.000012,-
2935,0.000002,0.000013,-
2936,0.000001,0.000012,-
2937,0.000001,0.000012,-
2938,0.000001,0.000013,-
2939,0.000001,0.000012,-
2940,0.000001,0.000013,-
2941,0.000001,0.000012,-
2942,0.000002,0.000012,-
2943,0.000001,0.000013,-
2944,0.000001,0.000013,-
2945,0.000002,0.000012,-
2946,0.000002,0.000012,-
2947,0.000001,0.000013,-
2948,0.000001,0.000012,-
2949,0.000001,0.000012,-
2950,0.000002,0.000012,-
2951,0.000001,0.000013,-
2952,0.000001,0.000012,-
2953,0.000001,0.000013,-
2954,0.000001,0.000013,-
2955,0.000002,0.000012,-
2956,0.000001,0.000013,-
2957,0.000001,0.000012,-
2958,0.000001,0.000012,-
2959,0.000001,0.000013,-
2960,0.000001,0.000013,-
2961,0.000002,0.000013,-
2962,0.000001,0.000012,-
2963,0.000001,0.000013,-
2964,0.000001,0.000013,-
2965,0.000002,0.000012,-
2966,0.000002,0.000012,-
2967,0.000001,0.000013,-
2968,0.000002,0.000013,-
2969,0.000001,0.000012,-
2970,0.000001,0.000012,-
2971,0.000001,0.000012,-
2972,0.000002,0.000013,-
2973,0.000001,0.000013,-
2974,0.000001,0.000013,-
2975,0.000002,0.000013,-
2976,0.000001,0.000013,-
2977,0.000001,0.000012,-
2978,0.000001,0.000013,-
2979,0.000001,0.000013,-
2980,0.000001,0.000012,-
2981,0.000001,0.000014,-
2982,0.000002,0.000013,-
2983,0.000001,0.000013,-
2984,0.000001,0.000012,-
2985,0.000001,0.000013,-
2986,0.000001,0.000012,-
2987,0.000001,0.000013,-
2988,0.000002,0.000012,-
2989,0.000001,0.000013,-
2990,0.000001,0.000012,-
2991,0.000001,0.000012,-
2992,0.000001,0.000012,-
2993,0.000002,0.000013,-
2994,0.000001,0.000012,-
2995,0.000001,0.000011,-
2996,0.000002,0.000013,-
2997,0.000001,0.000012,-
2998,0.000001,0.000012,-
2999,0.000001,0.000013,-
3000,0.000001,0.000012,-
3001,0.000001,0.000013,-
3002,0.000001,0.000013,-
3003,0.000001,0.000013,-
3004,0.000001,0.000012,-
3005,0.000001,0.000013,-
3006,0.000004,0.000013,-
3007,0.000004,0.000014,-
3008,0.000002,0.000016,-
3009,0.000002,0.000012,-
3010,0.000002,0.000013,-
3011,0.000004,0.000013,-
3012,0.000002,0.000013,-
3013,0.000002,0.000012,-
3014,0.000001,0.000012,-
3015,0.000001,0.000012,-
3016,0.000001,0.000013,-
3017,0.000001,0.000012,-
3018,0.000001,0.000012,-
3019,0.000001,0.000013,-
3020,0.000001,0.000012,-
3021,0.000002,0.000012,-
3022,0.000001,0.000013,-
3023,0.000001,0.000014,-
3024,0.000001,0.000012,-
3025,0.000004,0.000012,-
3026,0.000002,0.000013,-
3027,0.000002,0.000012,-
3028,0.000001,0.000013,-
3029,0.000001,0.000013,-
3030,0.000002,0.000012,-
3031,0.000001,0.000012,-
3032,0.000002,0.000012,-
3033,0.000002,0.000013,-
3034,0.000002,0.000012,-
3035,0.000001,0.000012,-
3036,0.000001,0.000013,-
3037,0.000001,0.000013,-
3038,0.000001,0.000013,-
3039,0.000001,0.000013,-
3040,0.000001,0.000013,-
3041,0.000001,0.000013,-
3042,0.000002,0.000013,-
3043,0.000001,0.000012,-
3044,0.000001,0.000012,-
3045,0.000001,0.000012,-
3046,0.000002,0.000012,-
3047,0.000001,0.000013,-
3048,0.000001,0.000013,-
3049,0.000001,0.000013,-
3050,0.000005,0.000012,-
3051,0.000001,0.000013,-
3052,0.000001,0.000013,-
3053,0.000002,0.000012,-
3054,0.000004,0.000012,-
3055,0.000002,0.000013,-
3056,0.000001,0.000013,-
3057,0.000001,0.000013,-
3058,0.000002,0.000012,-
3059,0.000002,0.000012,-
3060,0.000002,0.000012,-
3061,0.000001,0.000012,-
3062,0.000002,0.000013,-
3063,0.000001,0.000013,-
3064,0.000001,0.000013,-
3065,0.000001,0.000012,-
3066,0.000001,0.000013,-
3067,0.000002,0.000013,-
3068,0.000002,0.000013,-
3069,0.000001,0.000013,-
3070,0.000002,0.000013,-
3071,0.000001,0.000012,-
3072,0.000002,0.000012,-
3073,0.000001,0.000013,-
3074,0.000003,0.000012,-
3075,0.000001,0.000013,-
3076,0.000002,0.000013,-
3077,0.000002,0.000012,-
3078,0.000001,0.000013,-
3079,0.000001,0.000013,-
3080,0.000001,0.000013,-
3081,0.000002,0.000012,-
3082,0.000002,0.000013,-
3083,0.000001,0.000012,-
3084,0.000002,0.000012,-
3085,0.000001,0.000013,-
3086,0.000001,0.000042,-
3087,0.000002,0.000013,-
3088,0.000001,0.000013,-
3089,0.000002,0.000013,-
3090,0.000002,0.000013,-
3091,0.000001,0.000013,-
3092,0.000001,0.000012,-
3093,0.000001,0.000013,-
3094,0.000001,0.000013,-
3095,0.000001,0.000012,-
3096,0.000001,0.000013,-
3097,0.000001,0.000012,-
3098,0.000001,0.000013,-
3099,0.000001,0.000013,-
3100,0.000002,0.000013,-
3101,0.000002,0.000013,-
3102,0.000001,0.000012,-
3103,0.000002,0.000013,-
3104,0.000001,0.000013,-
3105,0.000002,0.000012,-
3106,0.000001,0.000013,-
3107,0.000002,0.000013,-
3108,0.000002,0.000013,-
3109,0.000002,0.000012,-
3110,0.000001,0.000013,-
3111,0.000001,0.000013,-
3112,0.000001,0.000013,-
3113,0.000001,0.000013,-
3114,0.000001,0.000012,-
3115,0.000001,0.000013,-
3116,0.000001,0.000011,-
3117,0.000001,0.000013,-
3118,0.000001,0.000012,-
3119,0.000001,0.000012,-
3120,0.000001,0.000013,-
3121,0.000001,0.000012,-
3122,0.000001,0.000013,-
3123,0.000001,0.000012,-
3124,0.000001,0.000013,-
3125,0.000001,0.000013,-
3126,0.000001,0.000013,-
3127,0.000001,0.000012,-
3128,0.000001,0.000013,-
3129,0.000001,0.000012,-
3130,0.000001,0.000013,-
3131,0.000002,0.000013,-
3132,0.000002,0.000013,-
3133,0.000002,0.000013,-
3134,0.000002,0.000013,-
3135,0.000002,0.000012,-
3136,0.000002,0.000013,-
3137,0.000001,0.000013,-
3138,0.000001,0.000013,-
3139,0.000002,0.000013,-
3140,0.000002,0.000014,-
3141,0.000002,0.000013,-
3142,0.000001,0.000012,-
3143,0.000002,0.000013,-
3144,0.000002,0.000013,-
3145,0.000002,0.000013,-
3146,0.000002,0.000013,-
3147,0.000001,0.000013,-
3148,0.000001,0.000013,-
3149,0.000002,0.000013,-
3150,0.000001,0.000013,-
3151,0.000001,0.000013,-
3152,0.000001,0.000013,-
3153,0.000001,0.000013,-
3154,0.000001,0.000013,-
3155,0.000001,0.000012,-
3156,0.000002,0.000012,-
3157,0.000002,0.000013,-
3158,0.000002,0.000013,-
3159,0.000001,0.000014,-
3160,0.000001,0.000013,-
3161,0.000001,0.000013,-
3162,0.000001,0.000013,-
3163,0.000003,0.000011,-
3164,0.000001,0.000013,-
3165,0.000001,0.000013,-
3166,0.000001,0.000013,-
3167,0.000001,0.000013,-
3168,0.000001,0.000012,-
3169,0.000002,0.000013,-
3170,0.000001,0.000013,-
3171,0.000001,0.000013,-
3172,0.000001,0.000012,-
3173,0.000001,0.000012,-
3174,0.000002,0.000013,-
3175,0.000002,0.000013,-
3176,0.000002,0.000013,-
3177,0.000001,0.000013,-
3178,0.000001,0.000013,-
3179,0.000001,0.000013,-
3180,0.000002,0.000012,-
3181,0.000001,0.000013,-
3182,0.000001,0.000013,-
3183,0.000001,0.000013,-
3184,0.000002,0.000013,-
3185,0.000001,0.000013,-
3186,0.000002,0.000013,-
3187,0.000002,0.000012,-
3188,0.000001,0.000013,-
3189,0.000002,0.000013,-
3190,0.000001,0.000013,-
3191,0.000002,0.000013,-
3192,0.000001,0.000013,-
3193,0.000001,0.000012,-
3194,0.000001,0.000013,-
3195,0.000002,0.000013,-
3196,0.000002,0.000013,-
3197,0.000001,0.000013,-
3198,0.000002,0.000013,-
3199,0.000001,0.000013,-
3200,0.000002,0.000012,-
3201,0.000002,0.000013,-
3202,0.000002,0.000013,-
3203,0.000001,0.000013,-
3204,0.000001,0.000014,-
3205,0.000002,0.000012,-
3206,0.000002,0.000013,-
3207,0.000002,0.000013,-
3208,0.000002,0.000013,-
3209,0.000001,0.000013,-
3210,0.000001,0.000013,-
3211,0.000002,0.000014,-
3212,0.000001,0.000013,-
3213,0.000002,0.000013,-
3214,0.000001,0.000013,-
3215,0.000001,0.000013,-
3216,0.000001,0.000013,-
3217,0.000002,0.000013,-
3218,0.000001,0.000013,-
3219,0.000002,0.000013,-
3220,0.000001,0.000013,-
3221,0.000002,0.000013,-
3222,0.000001,0.000013,-
3223,0.000002,0.000012,-
3224,0.000001,0.000013,-
3225,0.000002,0.000013,-
3226,0.000001,0.000013,-
3227,0.000001,0.000013,-
3228,0.000001,0.000013,-
3229,0.000001,0.000013,-
3230,0.000001,0.000013,-
3231,0.000002,0.000012,-
3232,0.000002,0.000013,-
3233,0.000001,0.000013,-
3234,0.000001,0.000013,-
3235,0.000001,0.000013,-
3236,0.000002,0.000013,-
3237,0.000001,0.000012,-
3238,0.000003,0.000013,-
3239,0.000002,0.000013,-
3240,0.000001,0.000013,-
3241,0.000001,0.000012,-
3242,0.000001,0.000012,-
3243,0.000001,0.000014,-
3244,0.000002,0.000013,-
3245,0.000002,0.000013,-
3246,0.000001,0.000013,-
3247,0.000001,0.000013,-
3248,0.000001,0.000013,-
3249,0.000001,0.000013,-
3250,0.000002,0.000013,-
3251,0.000004,0.000013,-
3252,0.000001,0.000013,-
3253,0.000001,0.000013,-
3254,0.000001,0.000013,-
3255,0.000005,0.000013,-
3256,0.000004,0.000014,-
3257,0.000001,0.000014,-
3258,0.000003,0.000016,-
3259,0.000004,0.000013,-
3260,0.000002,0.000015,-
3261,0.000002,0.000013,-
3262,0.000001,0.000013,-
3263,0.000001,0.000013,-
3264,0.000001,0.000013,-
3265,0.000001,0.000013,-
3266,0.000001,0.000013,-
3267,0.000001,0.000013,-
3268,0.000001,0.000015,-
3269,0.000002,0.000013,-
3270,0.000002,0.000013,-
3271,0.000001,0.000014,-
3272,0.000001,0.000012,-
3273,0.000001,0.000013,-
3274,0.000001,0.000013,-
3275,0.000002,0.000013,-
3276,0.000001,0.000013,-
3277,0.000001,0.000013,-
3278,0.000002,0.000013,-
3279,0.000001,0.000013,-
3280,0.000002,0.000013,-
3281,0.000001,0.000013,-
3282,0.000004,0.000013,-
3283,0.000002,0.000013,-
3284,0.000002,0.000013,-
3285,0.000002,0.000013,-
3286,0.000002,0.000013,-
3287,0.000001,0.000013,-
3288,0.000001,0.000014,-
3289,0.000001,0.000013,-
3290,0.000001,0.000013,-
3291,0.000001,0.000012,-
3292,0.000001,0.000013,-
3293,0.000001,0.000014,-
3294,0.000002,0.000013,-
3295,0.000002,0.000013,-
3296,0.000001,0.000013,-
3297,0.000001,0.000012,-
3298,0.000002,0.000013,-
3299,0.000001,0.000013,-
3300,0.000002,0.000013,-
3301,0.000003,0.000013,-
3302,0.000001,0.000013,-
3303,0.000001,0.000013,-
3304,0.000002,0.000013,-
3305,0.000001,0.000013,-
3306,0.000001,0.000013,-
3307,0.000001,0.000013,-
3308,0.000001,0.000013,-
3309,0.000019,0.000013,-
3310,0.000001,0.000012,-
3311,0.000001,0.000013,-
3312,0.000001,0.000013,-
3313,0.000003,0.000013,-
3314,0.000002,0.000014,-
3315,0.000003,0.000013,-
3316,0.000001,0.000013,-
3317,0.000001,0.000013,-
3318,0.000003,0.000013,-
3319,0.000001,0.000012,-
3320,0.000001,0.000013,-
3321,0.000002,0.000013,-
3322,0.000001,0.000013,-
3323,0.000001,0.000013,-
3324,0.000001,0.000013,-
3325,0.000002,0.000014,-
3326,0.000001,0.000013,-
3327,0.000001,0.000013,-
3328,0.000001,0.000013,-
3329,0.000002,0.000013,-
3330,0.000001,0.000013,-
3331,0.000001,0.000013,-
3332,0.000001,0.000013,-
3333,0.000001,0.000013,-
3334,0.000001,0.000013,-
3335,0.000001,0.000013,-
3336,0.000002,0.000013,-
3337,0.000001,0.000013,-
3338,0.000001,0.000013,-
3339,0.000001,0.000013,-
3340,0.000001,0.000013,-
3341,0.000002,0.000013,-
3342,0.000002,0.000013,-
3343,0.000002,0.000014,-
3344,0.000001,0.000013,-
3345,0.000002,0.000013,-
3346,0.000003,0.000013,-
3347,0.000001,0.000013,-
3348,0.000002,0.000012,-
3349,0.000001,0.000013,-
3350,0.000001,0.000013,-
3351,0.000001,0.000013,-
3352,0.000002,0.000013,-
3353,0.000001,0.000014,-
3354,0.000002,0.000013,-
3355,0.000002,0.000013,-
3356,0.000001,0.000013,-
3357,0.000001,0.000014,-
3358,0.000001,0.000013,-
3359,0.000001,0.000013,-
3360,0.000002,0.000013,-
3361,0.000001,0.000012,-
3362,0.000001,0.000013,-
3363,0.000001,0.000013,-
3364,0.000002,0.000014,-
3365,0.000001,0.000013,-
3366,0.000001,0.000013,-
3367,0.000002,0.000013,-
3368,0.000001,0.000013,-
3369,0.000001,0.000013,-
3370,0.000002,0.000013,-
3371,0.000001,0.000014,-
3372,0.000001,0.000013,-
3373,0.000001,0.000014,-
3374,0.000001,0.000013,-
3375,0.000002,0.000013,-
3376,0.000001,0.000013,-
3377,0.000001,0.000014,-
3378,0.000001,0.000013,-
3379,0.000003,0.000013,-
3380,0.000001,0.000014,-
3381,0.000002,0.000013,-
3382,0.000001,0.000013,-
3383,0.000003,0.000013,-
3384,0.000001,0.000014,-
3385,0.000002,0.000013,-
3386,0.000002,0.000013,-
3387,0.000001,0.000013,-
3388,0.000001,0.000013,-
3389,0.000001,0.000013,-
3390,0.000001,0.000014,-
3391,0.000001,0.000013,-
3392,0.000001,0.000014,-
3393,0.000001,0.000013,-
3394,0.000001,0.000014,-
3395,0.000001,0.000013,-
3396,0.000001,0.000013,-
3397,0.000001,0.000013,-
3398,0.000001,0.000013,-
3399,0.000003,0.000013,-
3400,0.000001,0.000014,-
3401,0.000001,0.000014,-
3402,0.000002,0.000013,-
3403,0.000001,0.000013,-
3404,0.000001,0.000013,-
3405,0.000001,0.000013,-
3406,0.000002,0.000013,-
3407,0.000001,0.000013,-
3408,0.000001,0.000013,-
3409,0.000001,0.000013,-
3410,0.000002,0.000013,-
3411,0.000001,0.000013,-
3412,0.000001,0.000013,-
3413,0.000002,0.000014,-
3414,0.000001,0.000013,-
3415,0.000001,0.000013,-
3416,0.000002,0.000013,-
3417,0.000001,0.000013,-
3418,0.000001,0.000013,-
3419,0.000001,0.000013,-
3420,0.000001,0.000014,-
3421,0.000001,0.000013,-
3422,0.000003,0.000013,-
3423,0.000001,0.000014,-
3424,0.000002,0.000013,-
3425,0.000001,0.000013,-
3426,0.000001,0.000013,-
3427,0.000002,0.000013,-
3428,0.000002,0.000013,-
3429,0.000001,0.000013,-
3430,0.000003,0.000013,-
3431,0.000001,0.000013,-
3432,0.000002,0.000013,-
3433,0.000001,0.000013,-
3434,0.000001,0.000015,-
3435,0.000002,0.000014,-
3436,0.000001,0.000014,-
3437,0.000002,0.000013,-
3438,0.000001,0.000013,-
3439,0.000002,0.000013,-
3440,0.000001,0.000013,-
3441,0.000001,0.000013,-
3442,0.000001,0.000013,-
3443,0.000002,0.000013,-
3444,0.000001,0.000013,-
3445,0.000002,0.000013,-
3446,0.000001,0.000014,-
3447,0.000001,0.000014,-
3448,0.000001,0.000014,-
3449,0.000002,0.000013,-
3450,0.000001,0.000013,-
3451,0.000001,0.000013,-
3452,0.000001,0.000013,-
3453,0.000002,0.000013,-
3454,0.000002,0.000015,-
3455,0.000001,0.000014,-
3456,0.000001,0.000013,-
3457,0.000002,0.000013,-
3458,0.000001,0.000014,-
3459,0.000002,0.000013,-
3460,0.000001,0.000013,-
3461,0.000001,0.000013,-
3462,0.000002,0.000013,-
3463,0.000002,0.000014,-
3464,0.000001,0.000014,-
3465,0.000001,0.000014,-
3466,0.000001,0.000013,-
3467,0.000002,0.000015,-
3468,0.000001,0.000014,-
3469,0.000002,0.000013,-
3470,0.000002,0.000013,-
3471,0.000001,0.000013,-
3472,0.000002,0.000014,-
3473,0.000001,0.000014,-
3474,0.000001,0.000014,-
3475,0.000002,0.000013,-
3476,0.000001,0.000013,-
3477,0.000001,0.000013,-
3478,0.000002,0.000013,-
3479,0.000001,0.000013,-
3480,0.000002,0.000013,-
3481,0.000001,0.000014,-
3482,0.000001,0.000014,-
3483,0.000002,0.000013,-
3484,0.000002,0.000013,-
3485,0.000001,0.000014,-
3486,0.000001,0.000013,-
3487,0.000001,0.000013,-
3488,0.000001,0.000013,-
3489,0.000002,0.000013,-
3490,0.000001,0.000014,-
3491,0.000001,0.000013,-
3492,0.000001,0.000014,-
3493,0.000001,0.000014,-
3494,0.000001,0.000013,-
3495,0.000001,0.000013,-
3496,0.000002,0.000016,-
3497,0.000001,0.000013,-
3498,0.000001,0.000013,-
3499,0.000002,0.000013,-
3500,0.000001,0.000014,-
3501,0.000002,0.000013,-
3502,0.000002,0.000013,-
3503,0.000002,0.000013,-
3504,0.000002,0.000014,-
3505,0.000001,0.000014,-
3506,0.000001,0.000015,-
3507,0.000002,0.000014,-
3508,0.000001,0.000015,-
3509,0.000001,0.000013,-
3510,0.000001,0.000013,-
3511,0.000004,0.000013,-
3512,0.000001,0.000014,-
3513,0.000002,0.000013,-
3514,0.000003,0.000013,-
3515,0.000002,0.000015,-
3516,0.000001,0.000014,-
3517,0.000001,0.000013,-
3518,0.000001,0.000014,-
3519,0.000001,0.000013,-
3520,0.000002,0.000013,-
3521,0.000003,0.000013,-
3522,0.000002,0.000014,-
3523,0.000002,0.000016,-
3524,0.000001,0.000013,-
3525,0.000001,0.000014,-
3526,0.000001,0.000014,-
3527,0.000001,0.000013,-
3528,0.000001,0.000014,-
3529,0.000002,0.000013,-
3530,0.000002,0.000013,-
3531,0.000002,0.000014,-
3532,0.000001,0.000013,-
3533,0.000001,0.000013,-
3534,0.000001,0.000013,-
3535,0.000002,0.000013,-
3536,0.000001,0.000014,-
3537,0.000003,0.000013,-
3538,0.000002,0.000016,-
3539,0.000002,0.000013,-
3540,0.000001,0.000013,-
3541,0.000002,0.000014,-
3542,0.000002,0.000013,-
3543,0.000002,0.000013,-
3544,0.000001,0.000013,-
3545,0.000001,0.000013,-
3546,0.000002,0.000013,-
3547,0.000002,0.000013,-
3548,0.000001,0.000013,-
3549,0.000004,0.000014,-
3550,0.000002,0.000013,-
3551,0.000003,0.000017,-
3552,0.000002,0.000013,-
3553,0.000001,0.000014,-
3554,0.000001,0.000013,-
3555,0.000002,0.000014,-
3556,0.000001,0.000014,-
3557,0.000001,0.000013,-
3558,0.000002,0.000013,-
3559,0.000003,0.000013,-
3560,0.000001,0.000015,-
3561,0.000003,0.000013,-
3562,0.000002,0.000013,-
3563,0.000001,0.000014,-
3564,0.000002,0.000014,-
3565,0.000001,0.000014,-
3566,0.000001,0.000014,-
3567,0.000002,0.000014,-
3568,0.000001,0.000013,-
3569,0.000001,0.000014,-
3570,0.000001,0.000014,-
3571,0.000001,0.000013,-
3572,0.000001,0.000014,-
3573,0.000001,0.000014,-
3574,0.000001,0.000014,-
3575,0.000002,0.000013,-
3576,0.000001,0.000014,-
3577,0.000002,0.000013,-
3578,0.000001,0.000013,-
3579,0.000002,0.000013,-
3580,0.000002,0.000013,-
3581,0.000001,0.000014,-
3582,0.000002,0.000013,-
3583,0.000001,0.000013,-
3584,0.000001,0.000014,-
3585,0.000002,0.000014,-
3586,0.000001,0.000013,-
3587,0.000001,0.000014,-
3588,0.000001,0.000014,-
3589,0.000002,0.000014,-
3590,0.000002,0.000012,-
3591,0.000002,0.000014,-
3592,0.000001,0.000013,-
3593,0.000001,0.000014,-
3594,0.000001,0.000013,-
3595,0.000002,0.000013,-
3596,0.000001,0.000014,-
3597,0.000001,0.000013,-
3598,0.000002,0.000014,-
3599,0.000002,0.000013,-
3600,0.000001,0.000014,-
3601,0.000002,0.000013,-
3602,0.000001,0.000014,-
3603,0.000001,0.000013,-
3604,0.000001,0.000014,-
3605,0.000002,0.000013,-
3606,0.000002,0.000014,-
3607,0.000001,0.000014,-
3608,0.000001,0.000014,-
3609,0.000001,0.000014,-
3610,0.000001,0.000013,-
3611,0.000001,0.000014,-
3612,0.000002,0.000013,-
3613,0.000002,0.000013,-
3614,0.000001,0.000013,-
3615,0.000002,0.000013,-
3616,0.000001,0.000014,-
3617,0.000002,0.000013,-
3618,0.000002,0.000014,-
3619,0.000001,0.000014,-
3620,0.000001,0.000013,-
3621,0.000001,0.000014,-
3622,0.000002,0.000013,-
3623,0.000002,0.000013,-
3624,0.000002,0.000014,-
3625,0.000002,0.000013,-
3626,0.000001,0.000014,-
3627,0.000002,0.000013,-
3628,0.000001,0.000014,-
3629,0.000002,0.000014,-
3630,0.000002,0.000014,-
3631,0.000001,0.000013,-
3632,0.000002,0.000013,-
3633,0.000002,0.000013,-
3634,0.000002,0.000013,-
3635,0.000001,0.000015,-
3636,0.000001,0.000014,-
3637,0.000001,0.000013,-
3638,0.000002,0.000014,-
3639,0.000001,0.000014,-
3640,0.000001,0.000014,-
3641,0.000002,0.000013,-
3642,0.000001,0.000015,-
3643,0.000001,0.000014,-
3644,0.000001,0.000014,-
3645,0.000001,0.000015,-
3646,0.000001,0.000014,-
3647,0.000002,0.000013,-
3648,0.000003,0.000014,-
3649,0.000001,0.000014,-
3650,0.000001,0.000014,-
3651,0.000001,0.000014,-
3652,0.000001,0.000014,-
3653,0.000001,0.000014,-
3654,0.000001,0.000013,-
3655,0.000001,0.000013,-
3656,0.000001,0.000013,-
3657,0.000001,0.000013,-
3658,0.000001,0.000014,-
3659,0.000002,0.000013,-
3660,0.000002,0.000014,-
3661,0.000001,0.000014,-
3662,0.000002,0.000013,-
3663,0.000003,0.000013,-
3664,0.000002,0.000013,-
3665,0.000002,0.000013,-
3666,0.000002,0.000014,-
3667,0.000003,0.000013,-
3668,0.000001,0.000014,-
3669,0.000001,0.000015,-
3670,0.000001,0.000014,-
3671,0.000003,0.000013,-
3672,0.000001,0.000013,-
3673,0.000001,0.000014,-
3674,0.000002,0.000013,-
3675,0.000002,0.000013,-
3676,0.000002,0.000014,-
3677,0.000001,0.000014,-
3678,0.000003,0.000013,-
3679,0.000001,0.000014,-
3680,0.000001,0.000014,-
3681,0.000002,0.000013,-
3682,0.000001,0.000014,-
3683,0.000002,0.000014,-
3684,0.000001,0.000014,-
3685,0.000002,0.000014,-
3686,0.000001,0.000014,-
3687,0.000002,0.000013,-
3688,0.000002,0.000014,-
3689,0.000002,0.000014,-
3690,0.000001,0.000014,-
3691,0.000003,0.000013,-
3692,0.000001,0.000014,-
3693,0.000002,0.000014,-
3694,0.000002,0.000014,-
3695,0.000002,0.000013,-
3696,0.000001,0.000014,-
3697,0.000001,0.000014,-
3698,0.000001,0.000014,-
3699,0.000001,0.000014,-
3700,0.000003,0.000013,-
3701,0.000001,0.000014,-
3702,0.000001,0.000015,-
3703,0.000001,0.000014,-
3704,0.000002,0.000014,-
3705,0.000003,0.000013,-
3706,0.000001,0.000013,-
3707,0.000002,0.000014,-
3708,0.000002,0.000013,-
3709,0.000001,0.000014,-
3710,0.000001,0.000014,-
3711,0.000002,0.000013,-
3712,0.000001,0.000014,-
3713,0.000001,0.000014,-
3714,0.000001,0.000013,-
3715,0.000001,0.000014,-
3716,0.000001,0.000014,-
3717,0.000002,0.000014,-
3718,0.000001,0.000014,-
3719,0.000001,0.000015,-
3720,0.000001,0.000014,-
3721,0.000001,0.000014,-
3722,0.000001,0.000014,-
3723,0.000001,0.000014,-
3724,0.000003,0.000013,-
3725,0.000001,0.000014,-
3726,0.000002,0.000015,-
3727,0.000002,0.000014,-
3728,0.000002,0.000014,-
3729,0.000001,0.000014,-
3730,0.000001,0.000014,-
3731,0.000002,0.000014,-
3732,0.000001,0.000014,-
3733,0.000001,0.000017,-
3734,0.000001,0.000016,-
3735,0.000002,0.000014,-
3736,0.000001,0.000014,-
3737,0.000002,0.000016,-
3738,0.000002,0.000014,-
3739,0.000002,0.000013,-
3740,0.000003,0.000013,-
3741,0.000002,0.000014,-
3742,0.000003,0.000013,-
3743,0.000002,0.000014,-
3744,0.000001,0.000014,-
3745,0.000001,0.000014,-
3746,0.000001,0.000014,-
3747,0.000001,0.000014,-
3748,0.000001,0.000014,-
3749,0.000002,0.000014,-
3750,0.000001,0.000014,-
3751,0.000002,0.000014,-
3752,0.000001,0.000014,-
3753,0.000001,0.000014,-
3754,0.000001,0.000014,-
3755,0.000002,0.000014,-
3756,0.000001,0.000015,-
3757,0.000002,0.000015,-
3758,0.000002,0.000015,-
3759,0.000002,0.000014,-
3760,0.000001,0.000014,-
3761,0.000002,0.000014,-
3762,0.000002,0.000016,-
3763,0.000002,0.000014,-
3764,0.000001,0.000014,-
3765,0.000001,0.000019,-
3766,0.000002,0.000014,-
3767,0.000001,0.000014,-
3768,0.000001,0.000014,-
3769,0.000002,0.000014,-
3770,0.000003,0.000013,-
3771,0.000001,0.000014,-
3772,0.000002,0.000014,-
3773,0.000002,0.000014,-
3774,0.000001,0.000014,-
3775,0.000002,0.000014,-
3776,0.000002,0.000014,-
3777,0.000002,0.000014,-
3778,0.000002,0.000013,-
3779,0.000002,0.000013,-
3780,0.000003,0.000013,-
3781,0.000002,0.000013,-
3782,0.000001,0.000014,-
3783,0.000001,0.000014,-
3784,0.000002,0.000014,-
3785,0.000001,0.000015,-
3786,0.000001,0.000015,-
3787,0.000002,0.000014,-
3788,0.000001,0.000014,-
3789,0.000001,0.000014,-
3790,0.000001,0.000014,-
3791,0.000002,0.000013,-
